"Profile","Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"HIVBHTSvisit","HIVBHTSvisit.testResultOfHivAssay1","HIVBHTSvisit.testResultOfHivAssay1","","","",0,1,"","","","Coding {[]} {[]}
","Test result of HIV assay 1","The result of the first HIV assay in the testing strategy","","","","","","","","","",,"required","","http://smart.who.int/hiv/ValueSet/HIV.B.DE94","http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.B.DE94
",,,,"HIVBHTSvisit.testResultOfHivAssay1",0,1,"",""
"HIVBHTSvisit","HIVBHTSvisit.testResultOfHivAssay2","HIVBHTSvisit.testResultOfHivAssay2","","","",0,1,"","","","Coding {[]} {[]}
","Test result of HIV assay 2","The result of the second HIV assay in the testing strategy","","","","","","","","","",,"required","","http://smart.who.int/hiv/ValueSet/HIV.B.DE98","http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.B.DE98
",,,,"HIVBHTSvisit.testResultOfHivAssay2",0,1,"",""
"HIVBHTSvisit","HIVBHTSvisit.testResultOfHivAssay3","HIVBHTSvisit.testResultOfHivAssay3","","","",0,1,"","","","Coding {[]} {[]}
","Test result of HIV assay 3","The result of the third HIV assay in the testing strategy","","","","","","","","","",,"required","","http://smart.who.int/hiv/ValueSet/HIV.B.DE102","http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.B.DE102
",,,,"HIVBHTSvisit.testResultOfHivAssay3",0,1,"",""
"HIVBHTSvisit","HIVBHTSvisit.testResultOfHivAssay1Repeated","HIVBHTSvisit.testResultOfHivAssay1Repeated","","","",0,1,"","","","Coding {[]} {[]}
","Test result of HIV assay 1 repeated","The result of the repeated first HIV assay in the testing strategy","","","","","","","","","",,"required","","http://smart.who.int/hiv/ValueSet/HIV.B.DE106","http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.B.DE106
",,,,"HIVBHTSvisit.testResultOfHivAssay1Repeated",0,1,"",""
"HIVBHTSvisit","HIVBHTSvisit.hivTestDate","HIVBHTSvisit.hivTestDate","","","",0,1,"","","","date {[]} {[]}
","HIV test date","Date of the HIV test","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.B.DE110
",,,,"HIVBHTSvisit.hivTestDate",0,1,"",""
"HIVBHTSvisit","HIVBHTSvisit.hivTestResult","HIVBHTSvisit.hivTestResult","","","",0,1,"","","","Coding {[]} {[]}
","HIV test result","The result from HIV testing after applying the testing algorithm","","","","","","","","","",,"required","","http://smart.who.int/hiv/ValueSet/HIV.B.DE111","http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.B.DE111
",,,,"HIVBHTSvisit.hivTestResult",0,1,"",""
"HIVBHTSvisit","HIVBHTSvisit.hivStatus","HIVBHTSvisit.hivStatus","","","",1,1,"","","","Coding {[]} {[]}
","HIV status","HIV status reported after applying the national HIV testing algorithm. No single HIV test can provide an HIV-positive diagnosis.","","","","","","","","","",,"required","","http://smart.who.int/hiv/ValueSet/HIV.B.DE115","http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.B.DE115
",,,,"HIVBHTSvisit.hivStatus",1,1,"",""
"HIVBHTSvisit","HIVBHTSvisit.datePositiveHivTestConfirmed","HIVBHTSvisit.datePositiveHivTestConfirmed","","","",0,1,"","","","date {[]} {[]}
","Date positive HIV test confirmed","Date patient received positive HIV test confirmation (with written documentation)","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.B.DE119
",,,,"HIVBHTSvisit.datePositiveHivTestConfirmed",0,1,"",""
"HIVBHTSvisit","HIVBHTSvisit.siteWherePositiveHivTestConfirmed","HIVBHTSvisit.siteWherePositiveHivTestConfirmed","","","",0,1,"","","","Coding {[]} {[]}
","Site where positive HIV test confirmed","Name or identifier of health facility where HIV test was confirmed","","","","","","","","","",,"required","","http://smart.who.int/hiv/ValueSet/HIV.B.DE120","http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.B.DE120
",,,,"HIVBHTSvisit.siteWherePositiveHivTestConfirmed",0,1,"",""
"HIVBHTSvisit","HIVBHTSvisit.probableRouteOfTransmission","HIVBHTSvisit.probableRouteOfTransmission","","","",0,*,"","","","Coding {[]} {[]}
","Probable route of transmission","Probable route(s) of transmission of HIV to client","","","","","","","","","",,"required","","http://smart.who.int/hiv/ValueSet/HIV.B.DE121","http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.B.DE121
",,,,"HIVBHTSvisit.probableRouteOfTransmission",0,*,"",""
"HIVBHTSvisit","HIVBHTSvisit.partnerHivTestConducted","HIVBHTSvisit.partnerHivTestConducted","","","",0,1,"","","","boolean {[]} {[]}
","Partner HIV test conducted","If the client does not know the HIV status of the client's partner(s), offer to test and add results here","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.B.DE129
",,,,"HIVBHTSvisit.partnerHivTestConducted",0,1,"",""
"HIVBHTSvisit","HIVBHTSvisit.partnerHivTestOrdered","HIVBHTSvisit.partnerHivTestOrdered","","","",0,1,"","","","boolean {[]} {[]}
","Partner HIV test ordered","An HIV test for the client's partner has been ordered","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.B.DE130
",,,,"HIVBHTSvisit.partnerHivTestOrdered",0,1,"",""
"HIVBHTSvisit","HIVBHTSvisit.partnerHivTestDate","HIVBHTSvisit.partnerHivTestDate","","","",0,1,"","","","dateTime {[]} {[]}
","Partner HIV test date","Date of client's partner's HIV test","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.B.DE131
",,,,"HIVBHTSvisit.partnerHivTestDate",0,1,"",""
"HIVBHTSvisit","HIVBHTSvisit.partnerHivTestResult","HIVBHTSvisit.partnerHivTestResult","","","",0,1,"","","","Coding {[]} {[]}
","Partner HIV test result","The HIV test result of the client's partner","","","","","","","","","",,"required","","http://smart.who.int/hiv/ValueSet/HIV.B.DE132","http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.B.DE132
",,,,"HIVBHTSvisit.partnerHivTestResult",0,1,"",""
"HIVBHTSvisit","HIVBHTSvisit.partnerHivStatusConfirmed","HIVBHTSvisit.partnerHivStatusConfirmed","","","",0,1,"","","","Coding {[]} {[]}
","Partner HIV status (confirmed)","The HIV status of a sexual or drug-injecting partner of the client, based on a confirmed test result","","","","","","","","","",,"required","","http://smart.who.int/hiv/ValueSet/HIV.B.DE136","http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.B.DE136
",,,,"HIVBHTSvisit.partnerHivStatusConfirmed",0,1,"",""
"HIVBHTSvisit","HIVBHTSvisit.partnerOnArt","HIVBHTSvisit.partnerOnArt","","","",0,1,"","","","boolean {[]} {[]}
","Partner on ART","Partner of the client is on ART","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.B.DE140
",,,,"HIVBHTSvisit.partnerOnArt",0,1,"",""
"HIVBHTSvisit","HIVBHTSvisit.partnerVirallySuppressedOnArt","HIVBHTSvisit.partnerVirallySuppressedOnArt","","","",0,1,"","","","boolean {[]} {[]}
","Partner virally suppressed on ART","ART and virally suppression status of a partner of the client","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.B.DE141
",,,,"HIVBHTSvisit.partnerVirallySuppressedOnArt",0,1,"",""
"HIVBHTSvisit","HIVBHTSvisit.counsellingProvided","HIVBHTSvisit.counsellingProvided","","","",1,*,"","","","Coding {[]} {[]}
","Counselling provided","Whether counselling was provided to a client during the visit","","","","","","","","","",,"required","","http://smart.who.int/hiv/ValueSet/HIV.B.DE142","http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.B.DE142
",,,,"HIVBHTSvisit.counsellingProvided",1,*,"",""
"HIVBHTSvisit","HIVBHTSvisit.preventionServicesOfferedAndReferrals","HIVBHTSvisit.preventionServicesOfferedAndReferrals","","","",1,*,"","","","Coding {[]} {[]}
","Prevention services offered and referrals","Offer or refer to prevention services","","","","","","","","","",,"required","","http://smart.who.int/hiv/ValueSet/HIV.B.DE149","http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.B.DE149
",,,,"HIVBHTSvisit.preventionServicesOfferedAndReferrals",1,*,"",""
"HIVBHTSvisit","HIVBHTSvisit.sexualAndReproductiveHealthIntegratedServices","HIVBHTSvisit.sexualAndReproductiveHealthIntegratedServices","","","",1,*,"","","","Coding {[]} {[]}
","Sexual and reproductive health integrated services","Offer or refer to sexual and reproductive health services","","","","","","","","","",,"required","","http://smart.who.int/hiv/ValueSet/HIV.B.DE158","http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.B.DE158
",,,,"HIVBHTSvisit.sexualAndReproductiveHealthIntegratedServices",1,*,"",""
"HIVBHTSvisit","HIVBHTSvisit.offerOtherClinicalServices","HIVBHTSvisit.offerOtherClinicalServices","","","",0,*,"","","","Coding {[]} {[]}
","Offer other clinical services","Other clinical services offered or referrals given to the client","","","","","","","","","",,"required","","http://smart.who.int/hiv/ValueSet/HIV.B.DE165","http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.B.DE165
",,,,"HIVBHTSvisit.offerOtherClinicalServices",0,*,"",""
"HIVBHTSvisit","HIVBHTSvisit.otherSupportServices","HIVBHTSvisit.otherSupportServices","","","",0,*,"","","","Coding {[]} {[]}
","Other support services","Offer or refer for other support services","","","","","","","","","",,"required","","http://smart.who.int/hiv/ValueSet/HIV.B.DE172","http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.B.DE172
",,,,"HIVBHTSvisit.otherSupportServices",0,*,"",""
"HIVBHTSvisit","HIVBHTSvisit.clinicalEnquiryForIntimatePartnerViolenceIpvDone","HIVBHTSvisit.clinicalEnquiryForIntimatePartnerViolenceIpvDone","","","",0,1,"","","","boolean {[]} {[]}
","Clinical enquiry for intimate partner violence (IPV) done","Whether a clinical enquiry for intimate partner violence was conducted","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.B.DE178
",,,,"HIVBHTSvisit.clinicalEnquiryForIntimatePartnerViolenceIpvDone",0,1,"",""
"HIVBHTSvisit","HIVBHTSvisit.intimatePartnerViolenceEnquiryResults","HIVBHTSvisit.intimatePartnerViolenceEnquiryResults","","","",0,1,"","","","Coding {[]} {[]}
","Intimate partner violence enquiry results","Result of medical inquiry for intimate partner violence","","","","","","","","","",,"required","","http://smart.who.int/hiv/ValueSet/HIV.B.DE179","http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.B.DE179
",,,,"HIVBHTSvisit.intimatePartnerViolenceEnquiryResults",0,1,"",""
"HIVBHTSvisit","HIVBHTSvisit.otherIpvResultSpecify","HIVBHTSvisit.otherIpvResultSpecify","","","",0,1,"","","","string {[]} {[]}
","Other IPV result (specify)","Other intimate partner violence (IPV) result not described above (specify)","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.B.DE184
",,,,"HIVBHTSvisit.otherIpvResultSpecify",0,1,"",""
"HIVBHTSvisit","HIVBHTSvisit.offeredVoluntaryPartnerServices","HIVBHTSvisit.offeredVoluntaryPartnerServices","","","",0,1,"","","","boolean {[]} {[]}
","Offered voluntary partner services","Whether the client was offered voluntary partner services or family services","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.B.DE185
",,,,"HIVBHTSvisit.offeredVoluntaryPartnerServices",0,1,"",""
"HIVBHTSvisit","HIVBHTSvisit.countOfContactsOrPartnersGivenForSocialNetworkBasedPartner","HIVBHTSvisit.countOfContactsOrPartnersGivenForSocialNetworkBasedPartner","","","",0,1,"","","","integer {[]} {[]}
","Count of contacts or partners given for social network-based/partner services","The quantity of contacts or partners given by a client that accepts social network-based/partner services for follow-up","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.B.DE186
",,,,"HIVBHTSvisit.countOfContactsOrPartnersGivenForSocialNetworkBasedPartner",0,1,"",""
"HIVBHTSvisit","HIVBHTSvisit.offeredSocialNetworkBasedPartnerServices","HIVBHTSvisit.offeredSocialNetworkBasedPartnerServices","","","",0,1,"","","","boolean {[]} {[]}
","Offered social network-based/partner services","Whether the client was offered social network-based partner services","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.B.DE187
",,,,"HIVBHTSvisit.offeredSocialNetworkBasedPartnerServices",0,1,"",""
"HIVBHTSvisit","HIVBHTSvisit.acceptedSocialNetworkBasedPartnerServices","HIVBHTSvisit.acceptedSocialNetworkBasedPartnerServices","","","",0,1,"","","","boolean {[]} {[]}
","Accepted social network-based/partner services","Whether the client accepted social network-based partner services","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.B.DE188
",,,,"HIVBHTSvisit.acceptedSocialNetworkBasedPartnerServices",0,1,"",""
"HIVBHTSvisit","HIVBHTSvisit.contactFirstNameToOfferSocialNetworkBasedPartnerServices","HIVBHTSvisit.contactFirstNameToOfferSocialNetworkBasedPartnerServices","","","",0,1,"","","","string {[]} {[]}
","Contact first name to offer social network-based/partner services","First name of each contact given by the client to offer social network-based/partner services","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.B.DE189
",,,,"HIVBHTSvisit.contactFirstNameToOfferSocialNetworkBasedPartnerServices",0,1,"",""
"HIVBHTSvisit","HIVBHTSvisit.contactLastNameToOfferSocialNetworkBasedPartnerServices","HIVBHTSvisit.contactLastNameToOfferSocialNetworkBasedPartnerServices","","","",0,1,"","","","string {[]} {[]}
","Contact last name to offer social network-based/partner services","Last or family name of each contact given by the client to offer social network-based/partner services","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.B.DE190
",,,,"HIVBHTSvisit.contactLastNameToOfferSocialNetworkBasedPartnerServices",0,1,"",""
"HIVBHTSvisit","HIVBHTSvisit.typeOfFollowUpAppointment","HIVBHTSvisit.typeOfFollowUpAppointment","","","",0,*,"","","","Coding {[]} {[]}
","Type of follow-up appointment","Type of follow-up appointment for testing services","","","","","","","","","",,"required","","http://smart.who.int/hiv/ValueSet/HIV.B.DE191","http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.B.DE191
",,,,"HIVBHTSvisit.typeOfFollowUpAppointment",0,*,"",""
"HIVBHTSvisit","HIVBHTSvisit.otherReasonForTheFollowUpAppointmentSpecify","HIVBHTSvisit.otherReasonForTheFollowUpAppointmentSpecify","","","",0,1,"","","","string {[]} {[]}
","Other reason for the follow-up appointment (specify)","Other reason for the follow-up appointment (specify)","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.B.DE194
",,,,"HIVBHTSvisit.otherReasonForTheFollowUpAppointmentSpecify",0,1,"",""
"HIVBHTSvisit","HIVBHTSvisit.dateTimeOfFollowUpAppointment","HIVBHTSvisit.dateTimeOfFollowUpAppointment","","","",0,1,"","","","dateTime {[]} {[]}
","Date/time of follow-up appointment","Date the patient is to return for monitoring, re-supply or any other reason","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.B.DE195
",,,,"HIVBHTSvisit.dateTimeOfFollowUpAppointment",0,1,"",""
"HIVBHTSvisit","HIVBHTSvisit.recommendedFollowUpDate","HIVBHTSvisit.recommendedFollowUpDate","","","",0,1,"","","","dateTime {[]} {[]}
","Recommended follow-up date","Date when follow-up is recommended based on follow up requirements","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.B.DE196
",,,,"HIVBHTSvisit.recommendedFollowUpDate",0,1,"",""
"HIVBHTSvisit","HIVBHTSvisit.vmmcProcedure","HIVBHTSvisit.vmmcProcedure","","","",0,1,"","","","boolean {[]} {[]}
","VMMC procedure","Whether a voluntary medical male circumcision procedure was performed","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.B.DE197
",,,,"HIVBHTSvisit.vmmcProcedure",0,1,"",""
"HIVBHTSvisit","HIVBHTSvisit.vmmcProcedureDate","HIVBHTSvisit.vmmcProcedureDate","","","",0,1,"","","","date {[]} {[]}
","VMMC procedure date","Date on which a voluntary medical male circumcision procedure was performed","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.B.DE198
",,,,"HIVBHTSvisit.vmmcProcedureDate",0,1,"",""
"HIVBHTSvisit","HIVBHTSvisit.adverseEventReportedFromAVmmc","HIVBHTSvisit.adverseEventReportedFromAVmmc","","","",0,1,"","","","boolean {[]} {[]}
","Adverse event reported from a VMMC","Whether an adverse event was reported associated with a voluntary medical male circumcision (VMMC) procedure","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.B.DE199
",,,,"HIVBHTSvisit.adverseEventReportedFromAVmmc",0,1,"",""
"HIVBHTSvisit","HIVBHTSvisit.seriousAdverseEvent","HIVBHTSvisit.seriousAdverseEvent","","","",0,1,"","","","boolean {[]} {[]}
","Serious adverse event","Complications from voluntary medical male circumcision (VMMC) procedure resulted in death or hospitalization within 30 days of the procedure or permanent disability","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.B.DE200
",,,,"HIVBHTSvisit.seriousAdverseEvent",0,1,"",""
"HIVBHTSvisit","HIVBHTSvisit.adverseEventSeverity","HIVBHTSvisit.adverseEventSeverity","","","",0,1,"","","","Coding {[]} {[]}
","Adverse event severity","Severity of the adverse event associated with voluntary medical male circumcision (VMMC) procedure","","","","","","","","","",,"required","","http://smart.who.int/hiv/ValueSet/HIV.B.DE201","http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.B.DE201
",,,,"HIVBHTSvisit.adverseEventSeverity",0,1,"",""
"HIVBHTSvisit","HIVBHTSvisit.timingOfAdverseEvent","HIVBHTSvisit.timingOfAdverseEvent","","","",0,1,"","","","Coding {[]} {[]}
","Timing of adverse event","When the adverse event associated with VMMC procedure occurred","","","","","","","","","",,"required","","http://smart.who.int/hiv/ValueSet/HIV.B.DE204","http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.B.DE204
",,,,"HIVBHTSvisit.timingOfAdverseEvent",0,1,"",""
"HIVBHTSvisit","HIVBHTSvisit.typeOfAdverseVmmcEvent","HIVBHTSvisit.typeOfAdverseVmmcEvent","","","",0,*,"","","","Coding {[]} {[]}
","Type of adverse VMMC event","Type of adverse event associated with voluntary medical male circumcision (VMMC) procedure","","","","","","","","","",,"required","","http://smart.who.int/hiv/ValueSet/HIV.B.DE207","http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.B.DE207
",,,,"HIVBHTSvisit.typeOfAdverseVmmcEvent",0,*,"",""
"HIVBHTSvisit","HIVBHTSvisit.otherTypeOfAdverseVmmcEvent","HIVBHTSvisit.otherTypeOfAdverseVmmcEvent","","","",0,1,"","","","string {[]} {[]}
","Other (specify)","Client experienced other adverse VMMC event (specify)","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.B.DE223
",,,,"HIVBHTSvisit.otherTypeOfAdverseVmmcEvent",0,1,"",""
